row	column	plant	year	circ	ar	round	solidity	column_row	irrigation	rootstock	block	rootstock_irr
14	D	2	2014	0.2645	1.1685	0.85575	0.79325	D_14	RDI	1103P	B3	1103P_RDI
14	D	3	2014	0.26875	1.17825	0.8495	0.78125	D_14	RDI	1103P	B3	1103P_RDI
14	D	4	2014	0.27125	1.19975	0.83575	0.7825	D_14	RDI	1103P	B3	1103P_RDI
14	E	1	2014	0.3255	1.229	0.8145	0.80925	E_14	RDI	1103P	B6	1103P_RDI
14	E	2	2014	0.2775	1.18775	0.8425	0.77875	E_14	RDI	1103P	B6	1103P_RDI
14	E	3	2014	0.257	1.15175	0.871	0.78925	E_14	RDI	1103P	B6	1103P_RDI
14	E	4	2014	0.232	1.19725	0.83875	0.78275	E_14	RDI	1103P	B6	1103P_RDI
14	F	1	2014	0.26325	1.203	0.83275	0.7815	F_14	RDI	OWN	B6	OWN_RDI
14	F	2	2014	0.27275	1.1425	0.876	0.79275	F_14	RDI	OWN	B6	OWN_RDI
14	F	3	2014	0.27125	1.1985	0.83525	0.78675	F_14	RDI	OWN	B6	OWN_RDI
14	F	4	2014	0.24375	1.1565	0.8645	0.77525	F_14	RDI	OWN	B6	OWN_RDI
14	G	1	2014	0.26125	1.1465	0.874	0.79325	G_14	RDI	3309C	B6	3309C_RDI
14	G	2	2014	0.24775	1.195	0.839	0.77525	G_14	RDI	3309C	B6	3309C_RDI
14	G	3	2014	0.273	1.14975	0.872	0.7925	G_14	RDI	3309C	B6	3309C_RDI
14	G	4	2014	0.25225	1.1475	0.87225	0.78675	G_14	RDI	3309C	B6	3309C_RDI
14	H	1	2014	0.271	1.19875	0.839	0.795	H_14	RDI	SO4	B6	SO4_RDI
14	H	2	2014	0.254	1.12525	0.88975	0.78975	H_14	RDI	SO4	B6	SO4_RDI
14	H	3	2014	0.25825	1.16975	0.8575	0.791	H_14	RDI	SO4	B6	SO4_RDI
14	H	4	2014	0.284	1.18025	0.8485	0.809	H_14	RDI	SO4	B6	SO4_RDI
15	A	1	2014	0.26025	1.1955	0.841	0.7785	A_15	none	OWN	B3	OWN_none
15	A	2	2014	0.26575	1.19075	0.841	0.8035	A_15	none	OWN	B3	OWN_none
15	A	3	2014	0.25475	1.1945	0.8375	0.7885	A_15	none	OWN	B3	OWN_none
15	A	4	2014	0.274	1.13225	0.88375	0.7985	A_15	none	OWN	B3	OWN_none
15	B	1	2014	0.26875	1.2315	0.815	0.79675	B_15	none	3309C	B3	3309C_none
15	B	2	2014	0.25725	1.131	0.88675	0.78425	B_15	none	3309C	B3	3309C_none
15	B	3	2014	0.23875	1.18775	0.84325	0.78775	B_15	none	3309C	B3	3309C_none
15	B	4	2014	0.266	1.18525	0.8475	0.79925	B_15	none	3309C	B3	3309C_none
15	C	1	2014	0.25825	1.13825	0.8805	0.79625	C_15	none	1103P	B3	1103P_none
15	C	2	2014	0.263	1.1555	0.86575	0.7845	C_15	none	1103P	B3	1103P_none
15	C	3	2014	0.261	1.18725	0.84675	0.78725	C_15	none	1103P	B3	1103P_none
15	C	4	2014	0.26925	1.13825	0.879	0.77675	C_15	none	1103P	B3	1103P_none
15	D	1	2014	0.26575	1.185	0.846	0.78825	D_15	none	SO4	B3	SO4_none
15	D	2	2014	0.2395	1.16225	0.8615	0.771	D_15	none	SO4	B3	SO4_none
15	D	3	2014	0.2595	1.2145	0.82575	0.798	D_15	none	SO4	B3	SO4_none
15	D	4	2014	0.2665	1.1505	0.869	0.7935	D_15	none	SO4	B3	SO4_none
15	E	1	2014	0.234	1.1305	0.88475	0.771	E_15	none	3309C	B6	3309C_none
15	E	2	2014	0.279	1.12775	0.88775	0.80075	E_15	none	3309C	B6	3309C_none
15	E	3	2014	0.2625	1.16925	0.85575	0.77475	E_15	none	3309C	B6	3309C_none
15	E	4	2014	0.25125	1.17025	0.856	0.78	E_15	none	3309C	B6	3309C_none
15	F	1	2014	0.3045	1.1605	0.8625	0.783	F_15	none	SO4	B6	SO4_none
15	F	2	2014	0.235	1.1525	0.8695	0.791	F_15	none	SO4	B6	SO4_none
15	F	3	2014	0.2805	1.17525	0.853	0.806	F_15	none	SO4	B6	SO4_none
15	F	4	2014	0.2695	1.18925	0.84325	0.7855	F_15	none	SO4	B6	SO4_none
15	G	1	2014	0.27275	1.1525	0.86775	0.7965	G_15	none	OWN	B6	OWN_none
15	G	2	2014	0.273	1.192	0.84325	0.8045	G_15	none	OWN	B6	OWN_none
15	G	3	2014	0.28175	1.16725	0.85825	0.806	G_15	none	OWN	B6	OWN_none
15	G	4	2014	0.273	1.236	0.811	0.7955	G_15	none	OWN	B6	OWN_none
15	H	1	2014	0.2625	1.17725	0.84975	0.7825	H_15	none	1103P	B6	1103P_none
15	H	2	2014	0.266	1.17575	0.85425	0.7755	H_15	none	1103P	B6	1103P_none
15	H	3	2014	0.25975	1.196	0.838	0.78075	H_15	none	1103P	B6	1103P_none
15	H	4	2014	0.33	1.16725	0.857	0.823	H_15	none	1103P	B6	1103P_none
16	A	1	2014	0.32225	1.21725	0.8225	0.8215	A_16	full	1103P	B3	1103P_full
16	A	2	2014	0.28	1.173	0.8525	0.81025	A_16	full	1103P	B3	1103P_full
16	A	3	2014	0.28325	1.14175	0.879	0.79375	A_16	full	1103P	B3	1103P_full
16	A	4	2014	0.2655	1.154	0.869	0.78775	A_16	full	1103P	B3	1103P_full
16	B	1	2014	0.26825	1.18375	0.84575	0.78775	B_16	full	OWN	B3	OWN_full
16	B	2	2014	0.29275	1.21	0.82725	0.78025	B_16	full	OWN	B3	OWN_full
16	B	3	2014	0.26275	1.16025	0.86425	0.78725	B_16	full	OWN	B3	OWN_full
16	B	4	2014	0.251	1.13725	0.88025	0.7765	B_16	full	OWN	B3	OWN_full
16	C	1	2014	0.2885	1.1455	0.87425	0.80375	C_16	full	SO4	B3	SO4_full
16	C	2	2014	0.27025	1.13425	0.88325	0.79725	C_16	full	SO4	B3	SO4_full
16	C	3	2014	0.28025	1.2145	0.82925	0.81775	C_16	full	SO4	B3	SO4_full
16	C	4	2014	0.25875	1.10575	0.90625	0.79375	C_16	full	SO4	B3	SO4_full
16	D	1	2014	0.2395	1.12275	0.8915	0.76575	D_16	full	3309C	B3	3309C_full
16	D	2	2014	0.24175	1.16	0.86725	0.7625	D_16	full	3309C	B3	3309C_full
16	D	3	2014	0.27025	1.206	0.832	0.79125	D_16	full	3309C	B3	3309C_full
16	D	4	2014	0.25975	1.21625	0.825	0.7745	D_16	full	3309C	B3	3309C_full
16	E	1	2014	0.257	1.13875	0.87975	0.78675	E_16	full	OWN	B6	OWN_full
16	E	2	2014	0.26375	1.16675	0.85775	0.7815	E_16	full	OWN	B6	OWN_full
16	E	3	2014	0.274	1.189	0.84575	0.779	E_16	full	OWN	B6	OWN_full
16	E	4	2014	0.28675	1.14975	0.8705	0.786	E_16	full	OWN	B6	OWN_full
16	F	1	2014	0.2675	1.19425	0.83775	0.79075	F_16	full	3309C	B6	3309C_full
16	F	2	2014	0.24375	1.18625	0.84375	0.76825	F_16	full	3309C	B6	3309C_full
16	F	3	2014	0.25575	1.19075	0.84125	0.77675	F_16	full	3309C	B6	3309C_full
16	F	4	2014	0.261	1.1485	0.8735	0.76775	F_16	full	3309C	B6	3309C_full
16	G	1	2014	0.27075	1.15175	0.869	0.79575	G_16	full	1103P	B6	1103P_full
16	G	2	2014	0.27125	1.184	0.8475	0.795	G_16	full	1103P	B6	1103P_full
16	G	3	2014	0.29775	1.18975	0.84275	0.84325	G_16	full	1103P	B6	1103P_full
16	G	4	2014	0.305	1.19325	0.83975	0.824	G_16	full	1103P	B6	1103P_full
16	H	1	2014	0.3025	1.19625	0.8375	0.816	H_16	full	SO4	B6	SO4_full
16	H	2	2014	0.285	1.1685	0.8585	0.8175	H_16	full	SO4	B6	SO4_full
16	H	3	2014	0.252	1.18225	0.84675	0.7795	H_16	full	SO4	B6	SO4_full
16	H	4	2014	0.2915	1.22475	0.81675	0.80025	H_16	full	SO4	B6	SO4_full
8	A	1	2014	0.2715	1.16425	0.86075	0.7815	A_8	none	1103P	B1	1103P_none
8	A	2	2014	0.28725	1.18475	0.847	0.793	A_8	none	1103P	B1	1103P_none
8	A	3	2014	0.25975	1.2195	0.82225	0.78175	A_8	none	1103P	B1	1103P_none
8	A	4	2014	0.2755	1.16025	0.86225	0.7805	A_8	none	1103P	B1	1103P_none
8	B	1	2014	0.26275	1.179	0.85025	0.792	B_8	none	3309C	B1	3309C_none
8	B	2	2014	0.23925	1.1455	0.87525	0.7835	B_8	none	3309C	B1	3309C_none
8	B	3	2014	0.2455	1.1685	0.8575	0.7855	B_8	none	3309C	B1	3309C_none
8	B	4	2014	0.26175	1.1505	0.871	0.79825	B_8	none	3309C	B1	3309C_none
8	C	1	2014	0.25675	1.16425	0.8605	0.78875	C_8	none	SO4	B1	SO4_none
8	C	2	2014	0.268	1.167	0.85775	0.7905	C_8	none	SO4	B1	SO4_none
8	C	3	2014	0.24775	1.217	0.8225	0.7845	C_8	none	SO4	B1	SO4_none
8	C	4	2014	0.24725	1.1995	0.836	0.78	C_8	none	SO4	B1	SO4_none
8	D	1	2014	0.2775	1.18575	0.8455	0.78875	D_8	none	OWN	B1	OWN_none
8	D	2	2014	0.29575	1.24075	0.80625	0.81225	D_8	none	OWN	B1	OWN_none
8	D	3	2014	0.28225	1.21125	0.8265	0.79	D_8	none	OWN	B1	OWN_none
8	D	4	2014	0.2595	1.17575	0.851	0.77625	D_8	none	OWN	B1	OWN_none
8	E	1	2014	0.279	1.22875	0.8145	0.79475	E_8	none	3309C	B4	3309C_none
8	E	2	2014	0.26625	1.177	0.85	0.7865	E_8	none	3309C	B4	3309C_none
8	E	3	2014	0.28275	1.16575	0.859	0.7695	E_8	none	3309C	B4	3309C_none
8	E	4	2014	0.27375	1.2305	0.81375	0.76425	E_8	none	3309C	B4	3309C_none
8	F	1	2014	0.2535	1.1715	0.85525	0.7855	F_8	none	OWN	B4	OWN_none
8	F	2	2014	0.24925	1.1665	0.858	0.7825	F_8	none	OWN	B4	OWN_none
8	F	3	2014	0.26225	1.1845	0.84575	0.783	F_8	none	OWN	B4	OWN_none
8	F	4	2014	0.26325	1.17925	0.84825	0.787	F_8	none	OWN	B4	OWN_none
8	G	1	2014	0.2785	1.1875	0.84275	0.787	G_8	none	1103P	B4	1103P_none
8	G	2	2014	0.304	1.1905	0.841	0.8215	G_8	none	1103P	B4	1103P_none
8	G	3	2014	0.29275	1.14175	0.878	0.8085	G_8	none	1103P	B4	1103P_none
8	G	4	2014	0.2585	1.1465	0.87375	0.786	G_8	none	1103P	B4	1103P_none
8	H	1	2014	0.27075	1.1515	0.8695	0.795	H_8	none	SO4	B4	SO4_none
8	H	2	2014	0.26025	1.156	0.869	0.8115	H_8	none	SO4	B4	SO4_none
8	H	3	2014	0.23725	1.12775	0.88825	0.75975	H_8	none	SO4	B4	SO4_none
8	H	4	2014	0.26075	1.194	0.83825	0.7865	H_8	none	SO4	B4	SO4_none
9	A	1	2014	0.27325	1.12625	0.88875	0.8025	A_9	RDI	OWN	B1	OWN_RDI
9	A	2	2014	0.25925	1.176	0.8505	0.79175	A_9	RDI	OWN	B1	OWN_RDI
9	A	3	2014	0.2555	1.1845	0.8455	0.7985	A_9	RDI	OWN	B1	OWN_RDI
9	A	4	2014	0.285	1.1935	0.83925	0.78525	A_9	RDI	OWN	B1	OWN_RDI
9	B	1	2014	0.32175	1.207	0.8355	0.825	B_9	RDI	1103P	B1	1103P_RDI
9	B	2	2014	0.2715	1.1585	0.86475	0.79475	B_9	RDI	1103P	B1	1103P_RDI
9	B	3	2014	0.2725	1.18225	0.84675	0.79625	B_9	RDI	1103P	B1	1103P_RDI
9	B	4	2014	0.2665	1.18375	0.84475	0.7785	B_9	RDI	1103P	B1	1103P_RDI
9	C	1	2014	0.225	1.175	0.8545	0.7875	C_9	RDI	3309C	B1	3309C_RDI
9	C	2	2014	0.26575	1.18875	0.84175	0.7965	C_9	RDI	3309C	B1	3309C_RDI
9	C	3	2014	0.2565	1.14775	0.8735	0.79825	C_9	RDI	3309C	B1	3309C_RDI
9	C	4	2014	0.26275	1.16325	0.85975	0.79625	C_9	RDI	3309C	B1	3309C_RDI
9	D	1	2014	0.2515	1.1505	0.87025	0.792	D_9	RDI	SO4	B1	SO4_RDI
9	D	2	2014	0.26325	1.17875	0.851	0.78875	D_9	RDI	SO4	B1	SO4_RDI
9	D	3	2014	0.2535	1.14125	0.8765	0.764	D_9	RDI	SO4	B1	SO4_RDI
9	D	4	2014	0.28025	1.20125	0.8335	0.81025	D_9	RDI	SO4	B1	SO4_RDI
9	E	1	2014	0.25625	1.16425	0.86025	0.78625	E_9	RDI	OWN	B4	OWN_RDI
9	E	2	2014	0.259	1.1775	0.8505	0.789	E_9	RDI	OWN	B4	OWN_RDI
9	E	3	2014	0.26975	1.1635	0.8595	0.78925	E_9	RDI	OWN	B4	OWN_RDI
9	E	4	2014	0.291	1.17025	0.85825	0.80325	E_9	RDI	OWN	B4	OWN_RDI
9	F	1	2014	0.266	1.1465	0.87325	0.78525	F_9	RDI	3309C	B4	3309C_RDI
9	F	2	2014	0.26325	1.17125	0.8555	0.786	F_9	RDI	3309C	B4	3309C_RDI
9	F	3	2014	0.27025	1.162	0.86275	0.7775	F_9	RDI	3309C	B4	3309C_RDI
9	F	4	2014	0.2315	1.195	0.83725	0.76475	F_9	RDI	3309C	B4	3309C_RDI
9	G	1	2014	0.249	1.1885	0.843	0.79	G_9	RDI	SO4	B4	SO4_RDI
9	G	2	2014	0.27925	1.141	0.87875	0.80175	G_9	RDI	SO4	B4	SO4_RDI
9	G	3	2014	0.278	1.275	0.786	0.798	G_9	RDI	SO4	B4	SO4_RDI
9	G	4	2014	0.23225	1.144	0.87475	0.7855	G_9	RDI	SO4	B4	SO4_RDI
9	H	1	2014	0.2485	1.1715	0.85425	0.7615	H_9	RDI	1103P	B4	1103P_RDI
9	H	2	2014	0.27025	1.131	0.88475	0.7965	H_9	RDI	1103P	B4	1103P_RDI
9	H	3	2014	0.2515	1.21	0.82725	0.76525	H_9	RDI	1103P	B4	1103P_RDI
9	H	4	2014	0.2945	1.2375	0.80825	0.82075	H_9	RDI	1103P	B4	1103P_RDI
10	A	1	2016	0.26925	1.18625	0.84375	0.79275	A_10	full	3309C	B1	3309C_full
10	A	2	2016	0.26525	1.19925	0.83525	0.778	A_10	full	3309C	B1	3309C_full
10	A	3	2016	0.27875	1.17875	0.85075	0.78375	A_10	full	3309C	B1	3309C_full
10	A	4	2016	0.27825	1.2085	0.8295	0.77675	A_10	full	3309C	B1	3309C_full
